,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,DLY_FIRST_DATE,DLY_LAST_DATE,FIRST_DATE,LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA
44,3844,ST AMBROISE,MB,MANITOBA,MANITOBA,CAN,50.14,-98.02,CST,251.50,5042546,,,DAILY CLIMATE,F,1.0,7.0,,,,,1970-07-01,2004-02-29,1970-01-01 00:00:00,2004-02-29 00:00:00,Y,Y
45,3656,ROLAND,MB,MANITOBA,MANITOBA,CAN,49.25,-98.0,CST,266.70,5022480,,,UNKNOWN,F,1.0,7.0,,,,,1951-09-01,1980-09-30,1951-01-01 00:00:00,1980-12-01 00:00:00,Y,N
46,3603,GREEN RIDGE,MB,MANITOBA,MANITOBA,CAN,49.1,-96.59,CST,251.50,5021205,,,DAILY CLIMATE,A,1.0,2.0,,,,,1967-05-01,2004-10-31,1967-01-01 00:00:00,2004-10-31 00:00:00,Y,Y
47,3541,SHOAL LAKE,MB,MANITOBA,MANITOBA,CAN,50.29,-100.43,CST,624.80,5012676,,,UNKNOWN,F,1.0,7.0,,,,,1966-11-01,1977-10-31,1966-01-01 00:00:00,1977-12-01 00:00:00,Y,N
48,3655,RICHER,MB,MANITOBA,MANITOBA,CAN,49.39,-96.27,CST,291.10,5022420,,,DAILY CLIMATE,F,1.0,7.0,,,,,1979-05-01,1998-04-30,1979-01-01 00:00:00,1998-04-30 00:00:00,Y,N
49,3864,THE PAS A,MB,MANITOBA,MANITOBA,CAN,53.58,-101.06,CST,270.40,5052880,YQD,71867,CON,A,1.0,1.0,,,,,1943-01-01,2014-11-30,1943-01-01 00:00:00,2014-11-30 00:00:00,N,Y
50,3721,BERENS RIVER CS,MB,MANITOBA,MANITOBA,CAN,52.2135052,-97.0119032,CST,221.90,5030203,WCF,71158,AU8,F,1.0,7.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1985-07-01,2021-04-30,1985-01-01 00:00:00,2021-04-30 12:30:37,Y,N
51,3630,MORRIS 2,MB,MANITOBA,MANITOBA,CAN,49.26,-97.29,CST,237.70,5021965,,,DAILY CLIMATE,A,1.0,2.0,,,,,1961-06-01,2007-11-30,1961-01-01 00:00:00,2007-11-30 00:00:00,Y,Y
52,10185,MELITA,MB,MANITOBA,MANITOBA,CAN,49.16526,-100.59109,CST,445.90,501A7AR,WEI,71447,AU8,G,1.0,8.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-01,2021-04-30,1992-12-01 00:00:00,2021-04-30 12:30:37,Y,N
53,3852,VOGAR,MB,MANITOBA,MANITOBA,CAN,50.55,-98.45,CST,249.60,5043020,,,DAILY CLIMATE,A,1.0,1.0,,,,,1966-07-01,2008-07-28,1966-01-01 00:00:00,2008-07-28 00:00:00,N,Y
54,3841,RIDING MOUNTAIN PARK,MB,MANITOBA,MANITOBA,CAN,50.42,-99.41,CST,756.20,5042425,,,UNKNOWN,G,1.0,9.0,,,,,1960-08-01,1983-06-30,1960-01-01 00:00:00,1983-12-01 00:00:00,Y,N
55,3749,NARCISSE,MB,MANITOBA,MANITOBA,CAN,50.4,-97.39,CST,271.30,5031991,,,DAILY CLIMATE,D,1.0,5.0,,,,,1982-06-01,2014-11-26,1982-01-01 00:00:00,2014-11-26 00:00:00,Y,Y
56,3803,GYPSUMVILLE 2,MB,MANITOBA,MANITOBA,CAN,51.44,-98.4,CST,260.30,5041230,,,UNKNOWN,,1.0,9.0,,,,,1959-12-01,1966-09-30,1959-01-01 00:00:00,1966-12-01 00:00:00,Y,N
57,27741,CARBERRY CS,MB,MANITOBA,MANITOBA,CAN,49.54209,-99.21268,CST,383.50,5010547,WZE,71170,AU8,G,1.0,8.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-07-25,2021-04-30,1994-07-25 00:00:00,2021-04-30 12:30:37,Y,N
58,3547,STRATHCLAIR,MB,MANITOBA,MANITOBA,CAN,50.24,-100.24,CST,579.10,5012796,,,DAILY CLIMATE,A,1.0,1.0,,,,,1962-06-01,2013-10-30,1962-01-01 00:00:00,2013-10-30 00:00:00,N,Y
59,3684,VITA,MB,MANITOBA,MANITOBA,CAN,49.08,-96.34,CST,301.80,5023000,,,,F,1.0,7.0,,,,,1953-07-01,1995-12-31,1953-01-01 00:00:00,1995-12-31 00:00:00,Y,N
60,3886,LYNN LAKE,MB,MANITOBA,MANITOBA,CAN,56.51,-101.02,CST,339.90,5061640,,,UNKNOWN,,1.0,9.0,,,,,1952-04-01,1967-07-31,1952-01-01 00:00:00,1967-12-01 00:00:00,Y,N
61,3722,BISSETT,MB,MANITOBA,MANITOBA,CAN,50.58,-95.38,CST,,5030280,,,UNKNOWN,,1.0,9.0,,,,,1933-02-01,1952-01-31,1933-01-01 00:00:00,1952-12-01 00:00:00,Y,N
62,45987,PORTAGE ROMANCE,MB,MANITOBA,MANITOBA,CAN,49.59,-98.18,CST,262.40,5012300,,,DAILY CLIMATE,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2007-01-01,2021-04-28,2007-01-01 00:00:00,2021-04-28 00:00:00,Y,N
63,3666,ST EUSTACHE,MB,MANITOBA,MANITOBA,CAN,49.58,-97.47,CST,243.20,5022554,,,UNKNOWN,G,1.0,8.0,,,,,1989-09-01,1991-05-31,1989-01-01 00:00:00,1991-12-01 00:00:00,Y,N
64,43243,GREAT FALLS CLIMATE,MB,MANITOBA,MANITOBA,CAN,50.3120001,-95.5838,CST,253.00,5031201,PGF,71570,AU8,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2005-01-20,2021-04-30,2005-01-20 00:00:00,2021-04-30 12:30:37,Y,N
65,3696,WINNIPEG E KILDONAN,MB,MANITOBA,MANITOBA,CAN,49.56,-97.06,CST,231.60,5023210,,,UNKNOWN,,1.0,9.0,,,,,1955-04-01,1959-06-30,1955-01-01 00:00:00,1959-12-01 00:00:00,Y,N
66,10885,HUNTERS POINT MARINE,MB,MANITOBA,MANITOBA,CAN,53.0139,-100.5605,CST,256.10,5051311,WHH,,AU8,G,1.0,8.0,,,,,1994-07-06,2005-06-19,1994-02-01 01:15:00,2005-06-20 02:00:00,Y,N
67,31107,MACGREGOR SOUTH,MB,MANITOBA,MANITOBA,CAN,49.505,-98.5,CST,361.80,5041680,,,DAILY CLIMATE,,1.0,9.0,,,,,2001-05-01,2007-08-31,2001-05-01 00:00:00,2007-08-31 00:00:00,Y,N
68,3667,ST LABRE,MB,MANITOBA,MANITOBA,CAN,49.2109,-96.0206,CST,352.00,5022575,,,DAILY CLIMATE,E,1.0,6.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1981-09-01,2021-04-29,1981-01-01 00:00:00,2021-04-29 00:00:00,Y,Y
69,3778,BIRNIE,MB,MANITOBA,MANITOBA,CAN,50.3,-99.29,CST,432.80,5040230,,,UNKNOWN,G,1.0,8.0,,,,,1979-04-01,1983-09-30,1979-01-01 00:00:00,1983-12-01 00:00:00,Y,N
70,3791,FAIRFORD,MB,MANITOBA,MANITOBA,CAN,51.35,-98.4,CST,253.00,5040910,,,UNKNOWN,G,1.0,8.0,,,,,1973-12-01,1975-06-30,1973-01-01 00:00:00,1975-12-01 00:00:00,Y,N
71,3619,MARQUETTE,MB,MANITOBA,MANITOBA,CAN,50.00484,-97.48257,CST,243.80,5021695,,,DAILY CLIMATE,A,1.0,1.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1969-11-01,2021-04-27,1969-01-01 00:00:00,2021-04-27 00:00:00,N,Y
72,43983,THE PAS CLIMATE,MB,MANITOBA,MANITOBA,CAN,53.58,-101.06,CST,274.00,5052890,PQD,71695,AU8,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2005-08-22,2021-04-30,2005-08-22 00:00:00,2021-04-30 12:30:37,Y,N
73,3582,CARMAN,MB,MANITOBA,MANITOBA,CAN,49.26,-98.09,CST,281.90,5020551,,,DAILY CLIMATE,E,1.0,6.0,,,,,1964-07-01,2014-12-25,1964-01-01 00:00:00,2014-12-25 00:00:00,Y,N
74,29797,SPLIT LAKE,MB,MANITOBA,MANITOBA,CAN,56.15,-96.06,CST,60.00,5062751,,,AU7,G,1.0,9.0,,,,,2000-01-01,2000-09-30,2000-01-01 00:00:00,2000-09-30 00:00:00,Y,N
75,3783,DELTA MARSH CS,MB,MANITOBA,MANITOBA,CAN,50.10575,-98.22561,CST,248.40,5040764,ZUG,71563,AU8,A,1.0,1.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1967-11-01,2011-05-18,1967-01-01 00:00:00,2011-05-18 07:00:00,Y,Y
76,3872,CHURCHILL MARINE,MB,MANITOBA,MANITOBA,CAN,58.47,-94.11,CST,13.40,5060602,,,UNKNOWN,,1.0,9.0,,,,,1929-03-01,1951-06-30,1929-01-01 00:00:00,1951-12-01 00:00:00,Y,N
77,3458,ROSSBURN 4 NORTH,MB,MANITOBA,MANITOBA,CAN,50.45,-100.49,CST,609.60,501KE01,,,DAILY CLIMATE,E,1.0,6.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1986-09-01,2021-04-29,1986-01-01 00:00:00,2021-04-29 00:00:00,Y,N
78,3595,EMERSON,MB,MANITOBA,MANITOBA,CAN,49.02,-97.11,CST,237.60,5020880,,,DAILY CLIMATE,D,1.0,5.0,,,,,1877-07-01,1997-07-31,1877-01-01 00:00:00,1997-07-31 00:00:00,Y,N
79,6886,ROSE ISLE,MB,MANITOBA,MANITOBA,CAN,49.33,-98.21,CST,308.50,5022492,,,UNKNOWN,F,1.0,7.0,,,,,1993-12-01,2002-05-31,1993-01-01 00:00:00,2002-05-31 00:00:00,Y,N
80,3479,CARDALE,MB,MANITOBA,MANITOBA,CAN,50.14,-100.2,CST,556.30,5010550,,,UNKNOWN,G,1.0,8.0,,,,,1966-11-01,1972-11-30,1966-01-01 00:00:00,1972-12-01 00:00:00,Y,N
81,3719,BEAUSEJOUR 2,MB,MANITOBA,MANITOBA,CAN,50.02,-96.28,CST,251.20,5030160,,,DAILY CLIMATE,C,1.0,4.0,,,,,1953-05-01,2005-03-31,1953-01-01 00:00:00,2005-03-31 00:00:00,Y,N
82,3584,CARTWRIGHT,MB,MANITOBA,MANITOBA,CAN,49.06,-99.21,CST,461.50,5020555,,,UNKNOWN,F,1.0,7.0,,,,,1883-04-01,1976-09-30,1883-01-01 00:00:00,1976-12-01 00:00:00,Y,N
83,3674,STARBUCK,MB,MANITOBA,MANITOBA,CAN,49.44,-97.37,CST,237.70,5022770,,,DAILY CLIMATE,A,1.0,1.0,,,,,1962-05-01,2004-04-30,1962-01-01 00:00:00,2004-04-30 00:00:00,Y,N
84,3567,WINNIPEG MCPHILLIPS SLEDGE BEDS,MB,MANITOBA,MANITOBA,CAN,49.49,-97.07,CST,288.60,502CKBD,,,UNKNOWN,G,1.0,9.0,,,,,1989-05-01,1992-08-31,1989-01-01 00:00:00,1992-12-01 00:00:00,Y,N
85,3912,YORK FACTORY,MB,MANITOBA,MANITOBA,CAN,57.0,-92.18,CST,6.00,5063350,,,,G,1.0,9.0,,,,,1874-10-01,2007-01-31,1874-01-01 00:00:00,2007-01-31 00:00:00,Y,N
86,3528,ROBLIN,MB,MANITOBA,MANITOBA,CAN,51.14,-101.23,CST,556.00,5012471,,,UNKNOWN,F,1.0,7.0,,,,,1969-11-01,1979-12-31,1969-01-01 00:00:00,1979-12-31 00:00:00,Y,N
87,3863,THE PAS,MB,MANITOBA,MANITOBA,CAN,53.49,-101.15,CST,271.30,5052864,,,UNKNOWN,,1.0,9.0,,,,,1910-06-01,1969-05-31,1910-01-01 00:00:00,1969-12-01 00:00:00,Y,N
88,3714,NORTH JULIUS,MB,MANITOBA,MANITOBA,CAN,50.04,-96.11,CST,290.20,503B0MF,,,DAILY CLIMATE,G,1.0,8.0,,,,,1986-11-01,1992-09-30,1986-01-01 00:00:00,1992-12-01 00:00:00,Y,N
89,3617,MARCHAND FORESTRY,MB,MANITOBA,MANITOBA,CAN,49.26,-96.16,CST,310.90,5021690,,,UNKNOWN,,1.0,9.0,,,,,1959-07-01,1960-07-31,1959-01-01 00:00:00,1960-12-01 00:00:00,Y,N
90,26866,DAUPHIN CS,MB,MANITOBA,MANITOBA,CAN,51.06014,-100.03248,CST,304.50,5040681,WZT,71550,AU8,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1995-10-04,2021-04-30,1995-06-15 07:00:00,2021-04-30 12:30:37,Y,N
91,3618,MARCHAND W4,MB,MANITOBA,MANITOBA,CAN,49.26,-96.28,CST,301.80,5021692,,,DAILY CLIMATE,E,1.0,6.0,,,,,1980-12-01,1993-08-31,1980-01-01 00:00:00,1993-12-01 00:00:00,Y,N
92,3812,LAKE MANITOBA NARROWS,MB,MANITOBA,MANITOBA,CAN,51.05,-98.47,CST,251.50,5041527,,,UNKNOWN,G,1.0,9.0,,,,,1977-12-01,1978-02-28,1977-12-01 00:00:00,1978-12-01 00:00:00,Y,N
93,6951,INWOOD,MB,MANITOBA,MANITOBA,CAN,50.3,-97.3,CST,276.50,5031369,,,UNKNOWN,G,1.0,9.0,,,,,1991-03-01,1992-10-31,1991-01-01 00:00:00,1992-12-01 00:00:00,Y,N
94,3574,ALTONA SOUTH,MB,MANITOBA,MANITOBA,CAN,49.03,-97.34,CST,249.90,5020054,,,UNKNOWN,G,1.0,8.0,,,,,1984-09-01,1989-06-30,1984-01-01 00:00:00,1989-12-01 00:00:00,Y,N
95,3583,CARMAN 2,MB,MANITOBA,MANITOBA,CAN,49.31,-98.0,CST,265.20,5020553,,,UNKNOWN,E,1.0,6.0,,,,,1885-04-01,1981-10-31,1885-01-01 00:00:00,1981-12-01 00:00:00,Y,N
96,27870,SNOW LAKE ANDERSON BAY,MB,MANITOBA,MANITOBA,CAN,54.49,-99.57,CST,259.00,5062707,,,DAILY CLIMATE,G,1.0,9.0,,,,,1999-03-01,2000-03-31,1999-03-01 00:00:00,2000-03-31 00:00:00,Y,N
